review,sentiment
"A ridiculous comedy given an arms-flailing direction. I love one of the comments here: ""Couldn't be made today"". Well, neither could ""The Philadelphia Story"" without a car chase or two. Nonetheless, does that mean the picture is worse for the wear for being old-fashioned? I don't think ""Susan Slept Here"" was good for any generation and it should fester peacefully in the memories of Debbie Reynolds-buffs. There is no sparkle in this story of a screenwriter who latches onto a much-younger girl for 'script research'. Dick Powell makes his farewell screen appearance in what must have been an embarrassment to him. Reynolds is pallid. Produced by one Harriet Parsons--who gives her famous mother Louella a number of inane plugs. *1/2 from ****",negative
"This movie is not schlock, despite the lo fi production and its link to Troma productions. A dark fable for adults. Exploitation is a theme of Sugar Cookies, and one wonders if the cast has not fallen prey to said theme. A weird movie with enticing visuals: shadows and contrast are prominent. Definitely worth a look, especially from fans of Warhol and stylish decadence. Through all the cruelty and wickedness, a moral, albeit twisted, can be gleamed.",positive
"Admittedly, Parsifal is not an opera that can appeal to everyone, although it is a favourite of mine, Knappertsbusch, 1951, in particular. Syberberg's entire approach is so static. Whenever the music suddenly begins to swell ... Syberberg keeps the cast moving at the same pace. The takes on Amfortas and Klingsor are endless. Whatever happened to film editing? The result is physically exhausting to watch. The viewer is never spiritually transported. Your impulse is to rush home and play a recording again to confirm that Wagner got it right, Syberberg got it wrong. And that set decoration with those ""clever"" reminders of Wagner's anti-Semitism -- will there ever be a viewer of this film with no prior knowledge of Wagner?",negative
"The movie is about two brothers that are supposed to be alike - but are not in any way expect for being smart - one is a surgeon and they other is able to write a computer code. Geniuses as they like to call themselves which sounds very exaggerated if you compare it to personal characteristics can you perceive from the material of the title.<br /><br />I honestly didn't like the style of the movie. I believe that anxiety, confusion and deep blues it brings are there for a purpose, but what I don't get is why there is so much of it. The movie is cheap on scenes and tells the story basically with no human aspect in it at all. It gives the comic book like experience. However it's visually numbing the viewer, it somehow brings him inside the blues with brief dialogs, monotonic scenes, dynamic cut, music and abrupt noises.<br /><br />The movie's storyline is very simple, most of what's going on is being dramatically pictured for long minutes, mostly in confusing delirium simulating effects of drug use and dynamic cuts.<br /><br />I will say openly that this movie didn't meet my expetations a tiny bit.",negative
"Julien Hernandez is certainly an attractive and likable on screen persona. In fact, his character pretty much carries this whole film, or what's worthwhile about it. The problem is, with the exception of his gal pal (played by Marisa Petroro) and Paul Lekakis (as a trick/date/ boyfriend for some of the characters) no one else even comes close. Hernandez plays a 30- something director of Cuban heritage, and unknown sexuality, who comes to L.A. and gets a job making a gay documentary. In the process of meeting a group of gay people while finding subjects, he comes out...but very s l o w l y. Even at 88 minutes, the film has obviously been stretched out and padded with various film-school devices, most of which only end up pointlessly interrupting the narrative (which ain't much to begin with) or pointing out the overall amateurish-ness of the film-making. <br /><br />Which is a shame, because there's a love story in here somewhere, and the final three minutes, when Hernandez's Sebastien finally clicks with a wealthy West Hollywood party- thrower (nicely underplayed by Lonnie Henderson) and they share some sexy soulful kisses, it works despite all that came before. But we don't really care about any of the other characters or their situations: Why would handsome Dante have a Eurotrash priss for a boyfriend? He wouldn't. And don't even get me started on Sebastien's friend Paulie's ""rules"" for dating -- no gay man I know, hell no sane person, period, would put such constrictions on himself or others. And please tell me how Sebastien gets a peeled banana (which is normally fairly shmushy, right?) stuck up his butt and has to go to a doctor to get it removed? <br /><br />I noticed Hernandez won an award for this film as a ""short"" -- it probably should have stayed that way. All this said -- I'd look forward to seeing Hernandez on screen again, in a better scripted comedy with more assured direction.",negative
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"There are exactly 2 good things to be said about ""Fantasies"" (both mentioned by a previous reviewer as well): <br /><br />a) Bo Derek's extraordinary, poetry-inspiring beauty. She has shots in this movie where she gives even Catherine Zeta-Jones a run for her money, and that's a high compliment indeed. Her nudity is brief and discreet, but just looking at her face is enough.<br /><br />b) The Greek island setting, with its sun and crystal-clear blue waters.<br /><br />Other than that, there is no story, the dialogue is abysmal and at times unintentionally funny (""He touched you where you're a woman!""), and Peter Hooten's character is a slimy jerk. Bo overplays the naivete of her character, but then again when you have to work with dialogue this bad it's unfair to blame the actors (the fact that she kept saying the name ""Damir"" in almost every sentence is a major irritation). Oh, and although the film is set on a Greek island, there is hardly a Greek word to be heard - apparently everyone there, from kids to old people, speaks English the whole time. (*)",negative
"The original ""les visiteurs"" was original, hilarious, interesting, balanced and near perfect. LV2 must be a candidate for ""Worst first sequel to a really good film"". In LV2 everyone keeps shouting, when a gag doesn't work first it's repeated another 5 times with some vague hope that it will eventually become funny. LV2 is a horrible parody of LV1, except of course that a parody should be inventive. If you loved LV1 just don't see this film, just see LV1 again!!",negative
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
"This movie could have had a lot of potential. Certainly with today's technology, one would expect real special effects. But movies are not made with special effects alone, of course acting is needed. This film lacked both!<br /><br />First, let me say to those who are upset with this not following the bible: why can't a movie take artistic license? If you want to know about the story of Moses, read the bible. I have seen very few movies that follow a true story fact by fact. Look at of movie from its artistic quailities.<br /><br />In viewing this movie, you will inevitably compare it to the 1956 version. It fails miserably in that. Heston and Brenner had PRESENCE. They became their roles. You don't see this here.<br /><br />Even if you don't compare, standing on it's own, this movie to too rushed. Parts where a scene should be developed, it does not. It becomes boring.<br /><br />My advice: skip this and watch the other. As campy as the other is, it's far and away the better movie.",negative
"I wasted 35 minutes of my life on this turkey before I gave up. The main character is completely clueless and astoundingly unsympathetic, but there is no humor in his blundering. As soon as he arrives in Germany, the screenwriter pulls the old ""there's only one room in the hotel, you'll have to share a room with a pretty girl"" stunt. Come on, at least you could let them develop their relationship a bit first. Watch ""It Happened One Night"" to see how to do it right--or any of a thousand movies since then.<br /><br />The acting is consistently third-rate, and the improvised dialogue should have been left on the cutting-room floor. It meanders with no plan at all, despite the fact that the film telegraphs the relationship's destination from the moment Greta is introduced.<br /><br />The first song, in the boardroom, is mildly funny but badly sung. The rest of the songs (well, to be fair, I only heard those in the first half-hour) are just pointless and awful. Most of the singers are painfully out of tune, but not in any intentionally humorous sort of way.",negative
"I agree that the movie is a little slow at spots having many scenes of mundane everyday life and no dialog. And I wasn't impressed right after I watched it. However, after a few days, I realized that the movie stays with me and it evokes a melancholy mood which lingers in my mind. My appreciation of this movie increases. It certainly merits a higher consideration than those movies that are instantly forgettable.<br /><br />As many have commented, the movie is non-linear and that's a hallmark of European film-making as opposed to the linear narrative form that Hollywood favors. I don't really know whether it's true or not. Many also dislike its confusing structure and lack of clear explanations. To those viewers, I don't think there is much I can say to change their opinions. However, for others who have yet to see the film, DO expect to be challenged and DON'T expect the film to supply all the answers and you might come away enjoying it more than you would otherwise.<br /><br />The movie skips around a bit but really chronicles just 3 time periods. Pay attention to the hair style and you can easily separate out 2 of the 3 periods. It is also not as confusing as suggested; just enjoy and it'll all be clear at the end.<br /><br />Yes, lots of things are left unsaid or not shown, and lots of situations are left unexplored. But isn't that what life is like? A lot of time you're not sure of the motives of your friends/loved ones unless you confront them and even then, you can never be 100% sure if they told you the whole truth. This type of movies forces us to interpret the reasons behind the actions. The movie does, however, leave enough hints for you to make some reasonable assumptions. For example, Mathieu is manic depressive, to the point of suicidal. Why? I don't know, maybe his life is not turning out exactly as he expects it; maybe he misses his family but hasn't forgiven his father for abandoning his sick mother at her hours of need; maybe after all he sacrifices for Cedric, rearranging and indeed, shattering his life to be with him, he realizes that it is all ""coming undone"". I think the director meant to show us that he has always been a little off, mentality fragile by that scene w/ the dead bird. Maybe he has a very sensitive psyche and all these stresses are taking a toll on him. But we're also shown that he is not some animal torturing psycho by his loving interaction w/ the stray cat. Also, there is one conversation between the doctor and Cedric that sheds light on the reason behind the breakup and maybe the suicide attempt. The doctor asks him if everything is okay, and Cedric thinks so even though he cheated on Mathieu once, but that's nothing, according to Cedric. Is that the only reason, we don't know, there are probably others, all mixed up together. Is it paramount that we know exactly what they are? I don't think so, for this movie. Another telltale sign that they are ultimately not compatible is the historical ruins scene. Mathieu is interested in studying the ruins, Cedric is not. He is the one w/ the raging hormone who focuses only on the physical side without an intellectual side that Mathieu obviously needs.<br /><br />Finally, the ending is really rather hopeful and sweet. I was pleasantly surprised by the turn of events after the bleak tone that edges toward the end.<br /><br />I have two complaints for the DVD. One is the sound. It's very soft. I had to crank up the volume to hear the dialog and then when it switched to a bar or outdoor crowd scene, it became too loud. The other is that the subtitles can't be turn off; they stay on the screen. Most foreign movie DVDs not released by a major studio are shoddy this way unfortunately.",positive
"Just saw it....the story, the plot, the script makes absolute no sense!! Its Samvise the brave part 2(without the RING), its characters showing up out of the blue(for no reason),its Hercules hated by everyone(no one knows why), its Leelee Sobiesky showing her true talents(two of them), its crappy special effects, its a few good actors wasting their talents(did I mention Leelee's two talents??)... do I have to say more??? ITS JUST AWFUL, even for NBC-TV standards!!! Its just the lowest....what a waste! by the way: how can you people give this mini-series so many stars????? Its beyond me!.... Shame on you! Have to make 10 lines, so this is my final word: AVOID, AVOID, if u are considering buying it!",negative
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical representation of dinosaurs I have ever seen. The 3D animation and animatronics are very good and make you believe you have travelled back in time. The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air.",positive
"As always Joan Hickson is wonderful as Jane M. Subtle, sharp and aware. I do not wish to dwell on her acting skills as they are praised enough on this site. I would like to criticize some of the smaller parts as the rest of the cast seemed to be hand picked by director David Tucker.<br /><br />Liz Fraser's performance as Mrs. Bent (the mother of the missing girl Nora) is a joy to watch. Subtle and deeply moving as the alcohol-depending grieving mother who loves and misses her daughter desperately. A good long shot of her monologue (thanks Tucker!) so she can be enjoyed to the fullest. I was moved when I saw her the first time when it was broadcast and I am moved again, now I have it on DVD. Brava.<br /><br />Joanna Hole as Madge the tour-guide I find highly amusing. She is on the edge of over-acting but her role can have it. She is SO funny as the over-organized guide who wants to do good with everyone on that bus, I find her hilarious. Her reaction after she boarded every-one on the bus is great... As always: to perform comedy one has to take it very seriously, and that's what Ms Hole does.<br /><br />I do hope those two ladies have good careers (as I live in Holland I do not know if they have, not all theater productions can be googled...) -their performances on the screen deserve it.<br /><br />Pieter",positive
"The 1960's were a time of change and awakening for most people. Social upheaval and unrest were commonplace as people spoke-out about their views. Racial tensions, politics, the Vietnam War, sexual promiscuity, and drug use were all part of the daily fabric, and the daily news. This film attempted to encapsulate these historical aspects into an entertaining movie, and largely succeeded.<br /><br />In this film, two families are followed: one white, one black. During the first half of the film, the story follows each family on a equal basis through social and family struggles. Unfortunately, the second half of the movie is nearly dedicated to the white family. Admittedly, there are more characters in this family, and the story lines are intermingled, but equal consideration is not given to the racial aspects of this century.<br /><br />On the whole, the acting is well done and historical footage is mixed with color and black and white original footage to give a documentary feel to the movie. The movie is a work of fiction, but clips of well-known historical figures are used to set the time-line.<br /><br />I enjoyed the movie but the situations were predictable and the storyline was one-sided.",negative
"The movie Angels of the Universe is a pure masterpiece and it proves once again that you can make a brilliant movie on a low budget, e.g American Beauty and Blair Witch Project. The Director Fridrik Thór Fridriksson gives the novel Englar alheimsins a new life on the white screen. The movie is a breakthrough in Icelandic film making because it's the biggest and the greatest movie that has been done in Iceland.<br /><br />The music in the film, played by Sigurrós, is very symbolic for the film, it is absolutely brilliant. I recommend everybody who are able to think to go and see this film as soon as possible, you won't be disappointed. I would bet on this film to win the best foreign film award next year  all over the globe!",positive
"This ranks way up there on my top list of worst movies I've seen so far on Starz on Demand. They seem to pick up every straight to DVD crap-fest they can find and put it on here.<br /><br />Why? Who knows! Apparently anyone with a digital camera and a shoestring budget can come up with a horror movie and get it put on TV. To be honest, this looked terrible from the moment I saw the trailer--but I did give it a real chance.<br /><br />I always try to have an open mind about low-budget movies. Some of the best movies I've ever seen were films that worked around their low budget or in other cases only required that low budget to be great.<br /><br />This is not one of those movies.<br /><br />You know the plot by now, I'm sure, if you're reading this. Either you heard about it on Starz on Demand or for whatever reason you ended up on this page out of boredom. It's about a pathetic and whiny girl we get to know for all of 3 minutes in an incredibly bad ""heavy metal"" music video. Whoever put it together must have thought it looked really interesting, but it really, really doesn't. Anyway, she kills herself. Then she possesses someone. Then some killing starts. It's really unmemorable and as completely average and boring as possible. When the first gunshot goes off in her apartment it quite seriously sounds like a piece of popcorn popping. Was that the best sound effect they could come up with? I could find a better sound effect to use for free, (with no copyright,) on the internet... right. now.<br /><br />Don't let the other reviews claiming this is a 10 star movie fool you. They are obviously either distributors of the film or maybe even the director trying to con you into thinking this piece of junk is worth buying.<br /><br />Laughable.",negative
"Before Stan Laurel became the smaller half of the all-time greatest comedy team, he laboured under contract to Broncho Billy Anderson in a series of cheapies, many of which were parodies of major Hollywood features. Most of Laurel's 'parody' films are only mildly funny, and even less funny for modern audiences who haven't seen the original movie which Laurel is parodying. Fortunately, 'Mud and Sand' lampoons a movie which is still well known: 'Blood and Sand', starring Rudolph Valentino. 'Blood and Sand' was released only nine weeks before this parody, giving you some idea of how quickly Broncho Billy's movies were ground out, edited and distributed.<br /><br />Various sources (including IMDb) state that Stan Laurel's character in this film is named Rhubarb Vaselino, with a final 'o'. I've screened a print of 'Mud and Sand' with the original titles (in Hobo type font), so I report that Laurel's role is actually cried Rhubarb Vaseline, with an 'e'. But I agree that 'Vaselino' is funnier. Laurel copies the elaborate sideburns which Valentino wore in 'Blood and Sand' (he should've made them longer!), and there's a parody of Valentino's dressing scene from that movie, which made female movie-goers swoon in 1922. A señorita named Carmen in the original film is parodied here as Caramel (a girl I'd like to sink my teeth into).<br /><br />This movie (like the original) apparently takes place in Spain, yet there's a Prohibition gag. Laurel uses a distinctive hat-tipping gesture here which could have become a trademark for him (like Hardy's distinctive necktie twiddle), but I've never spotted it in any other Laurel film. There's some amusing dialogue: Rhubarb Vaseline tells the other matadors to 'Save a bull for me.' When Vaseline becomes a successful toreador, a lackey tells him 'The bull is without, sir' ... which is funny, but I was disappointed that Laurel didn't reply 'Without WHAT?'.<br /><br />There's one funny moment here which almost certainly wasn't planned, when Vaseline shows up for the bullfighter auditions. Laurel swaggers into the bullring, and -- before you can say 'corrida querida' -- he tosses a bull over the fence, where it lands with a thump near the other auditioners. The bull is obviously a fake, but the gag is funny anyway ... and, aye, there's a title card with a joke about 'throwing the bull'. The serendipitous moment occurs when Laurel repeats the gag, and Vaseline slings a second bull over the fence. This one lands on its butt, and balances upright for just an instant before toppling. VERY funny! If somebody planned that gag in this quickie comedy, I salute the unknown gagsmith ... and the tech man who rigged the bull to land in that position. More likely it happened by luck, and the director and editor were smart enough to keep it in.<br /><br />During the silent era, whenever Hollywood made a big-budget feature film which was set anyplace where the people don't speak English, it was a common cinematic device to show a piece of text or an inscription in the local lingo, then dissolve to a shot of the same text in English. I was surprised that this low-budget comedy spent the money to copy that device here: we see a notice-board outside the corrida with a message in Spanish, then it dissolves to the same text in English. Unfortunately, the photography in this cheapo movie is so dark that the effect is wasted.<br /><br />The actresses in this movie are attractive ... including Broncho Billy's wife Leona Anderson and Stan Laurel's common-law wife Mae Dahlberg; the latter briefly does a pretty dance. (Mae had danced in Stan's vaudeville act.) I was surprised to spot Charlie Chaplin's half-brother Wheeler Dryden in a brief role, since Chaplin had nothing to do with this movie. In 'Mud and Sand', Laurel gives a funny performance that's quite unlike his later familiar Stanley character ... but this film is much less funny than his brilliant work with Oliver Hardy. My rating: just 3 out of 10. TRIVIA NOTE: Twenty-three years later, in Stan Laurel's very last American film -- 'The Bullfighters' (1945) -- he again played a Spanish bullfighter (with his Spanish voice post-dubbed). Coincidentally, that film used stock footage from 'Blood and Sand': not Valentino's movie, but the Tyrone Power remake. 'Mud and Sand' is funnier than 'The Bullfighters', but not much.",negative
"""Deliverance"" is one of the best exploitation films to come out of that wonderful 1970's decade from whence so many other exploitation films came.<br /><br />A group of friends sets out on a canoe trip down a river in the south and they become victimized by a bunch of toothless hillbillies who pretty much try to ruin their lives. It's awesome.<br /><br />We are treated to anal rape, vicious beatings, bow and arrow killings, shootings, broken bones, etc... A lot like 1974's ""Texas Chainsaw Massacre,"" to say that ""Deliverance"" is believable would be immature. This would never and could never happen, even in the dark ages of 1972.<br /><br />""Deliverance"" is a very entertaining ride and packed full of action. It is one in a huge pile of exploitation films to come from the early 70's and it (arguably) sits on top of that pile with it's great acting, superb cinematography and excellent writing.<br /><br />8 out of 10, kids.",positive
"I saw ""Sweeney Todd"" on Broadway in 1980. It starred George Hearn and featured most of the other cast principals who appeared in the national touring company production, which was videotaped for TV in Los Angeles in 1982. Last night I watched the new DVD release of the Los Angeles production, although I have owned the videotape for many years. The production and the performances could have hardly been better but the original tape's age showed because both the audio and video quality are below modern standards, even on a newly pressed DVD. Nevertheless I still give it 10 out of 10 because of the greatness of the work and George Hearns's and Angella Lansbury's startlingly wonderful performances. Even today, my most memorable recollection from a live musical theater performance has to be Hearn's rendition of ""These are My Friends."" ""You'll drip rubies,"" brrr.",positive
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",positive
"Faith and Mortality... viewed through the lens of an elderly Ashkenazi Jewish-American gentleman and a younger, African-American Jewish gentleman who waver between being at odds with each other and having frank talks about how their lives have unfolded over the years..<br /><br />Mostel's character is a tailor with chronic back problems, and a terminally ill wife; Belafonte's character is a career hustler, never settling on a regular job, and a fatal car accident leaves him in an odd Purgatory-- he must convince Mostel to renew his faith, as it has been failing along with his wife's health (and his own).. but Belafonte's Levine has his own problems, still pining for the girlfriend he left behind..<br /><br />Belafonte's character leaves the film before he seemingly should, and so the the ending is cryptic, and the film suffers somewhat from its ambiguous ending..<br /><br />This is not a 'typical' Hollywood movie on ethnic relations or about a person's crisis of faith.. it is worth watching more than once and appreciating the excellent performances of the principal actors..",positive
"Shot in the Heart is wonderful. It brilliantly illustrates the plight of Gary Gimore, a convicted murder who requested death. Shot in the Heart shows the ordeal that Gilmore's family, torn up by hatred, went through. This movie is an incredible psychological study, and is wonderfully depressing and uplifting. 10/10",positive
"It's a poor film, but I must give it to the lead actress in this one....Francine Forbes. She appeared to be acting the least and I personally thought she was kind of cute. Too bad she only appears in one other film in the database. Besides that, the film is filled with laughable gore and fakey death scenes. People get stabbed and they GUSH like 2 gallons of blood! But, if you like to watch poor horror films, I recommend this one highly.",negative
"Never heard of this movie,saw it on DVD.Great movie,perfect example of a movie that took every cast member to make it work.No overhyped typical Hollywood movie with the same old overhyped actors.No current Quote ""A"" list actor could have pulled off any performance in this movie.Brought back memories of my own post Vietnam war military experiences.It concentrated on the people who were sent to fight.As was portrayed by the characters who had fears and emotions even if some volunteered for service.They were regular people too,some just weren't cut out for military life,I remember a few in my experience--to put it mildly couldn't adapt to military life either-but I'll never forget them-should have stayed in touch.I highly recommend it and then think about those serving present day in Afganistan.Basic training is a trip, notice those drill sergeants aren't morning people and maybe they need ""sensitivity training"" HA!HA!HA!",positive
"I think this is what this movie wants us to say at the end of the movie! or Damn Australian? I still don't know, but what I know is that I really liked this movie but that couldn't be my favorite movie!<br /><br />Great story with great actors but with a terrible end... To make you cry and say 'Oh, she's so good'... Still, who made it? What really happened? Who's that guy? No answer to these questions...<br /><br />Mysterious movie with a good mark overall... I give it a 8/10, going on the 8.5!",positive
I wasn't planning on watching wasted when I saw the MTV preview but since I had nothing better to do or watch on a Sunday night I watched it.<br /><br />Wasted was no Requiem for a Dream but it was a very good movie considering it was made by MTV. One thing that drew me to watching it was Summer Pheonix the sister of the late and wonderful River Pheonix stared. I suppose talent runs in the Pheonix family because she was good and so is Jaquien though niether are River. Nick Stahl also gives a great preformance as a junky jock. There isn't much else to say about wasted. It was a dark depressing and insightful look into the lives of three small town junkies. I recomend it to those who like the subject. 8/10,positive
"This should have been a movie about Sam and his wife, the glorious Peter Falk and equally glorious Olympia Dukakis. That would have been a movie worth seeing. Instead it's a Paul Reiser vehicle, with a little Falk thrown in. The wonderful Elizabeth Perkins is also in this movie, but you'd hardly know it. I presume Reiser is under the impression that he's a giant movie star who needs an appropriate vehicle. He's not. Even more galling is that Reiser took the trouble to hire some of the best women character actresses on the screen today and then shoved them all into his background. Dukakis does not show up until the last 15 minutes, but when she does, the screen glows. The story is about Falk and Dukakis really, but we're subjected to a pointless, silly, preposterous road trip in which Reiser gets to show how very cute, precious and oh-so-deep with psychological insight (wrong!) he can be. For instance, In a restaurant scene that I imagine Reiser had hoped was ""Cassavetes-like"" there's a laughably false confrontation between Reiser and Falk that is so patently ridiculous, I was embarrassed for Falk.",negative
"Solid comedy entertainment, with musical interludes, it generates a fast pace that carries proceedings along in zestful tempo through a maze of humorous and chiller complications. Boris Karloff, Bela Lugosi and Peter Lorre form a strong setup of sinister villainy. The script contains all the standard mystery film props-sliding panels, secret passageways, thunder and lightning and poisoned blow-darts. Karloff, Lugosi and Lorre go in for heavy leers and obvious melodramatics of the gaslit era. Kay Kyser and his band offered great entertainment for the people living in the 1940's who were trying to forget about the horror's of World War II.",negative
"If the screenwriter and director intended to open hearts with the movie as the musician wanted to do with his music, they succeeded with me. Commonplace human situations became original, personal and immediate so that I personally felt touched by each situation. I believe I would credit the power of music combined with the point of view of the person writing the movie. Without spoiling, I can say that I was very moved by the movie's approach to living. Haven't actually cried out of-what- joy? empathy? just deep emotion? in a very long time. I would love to find a way to show it to others. Saw it at Seattle International Film Festival.",positive
"This piece of crap might have been acclaimed 60 years ago, but it is one of the most racist movies ever made with the Native American Indians played by white men. The right-wing Republican James Stewart was a huge racist in real life, just like his close friend John Wayne. In 1971 Stewart had actor Hal Williams fired from ""The Jimmy Stewart Show"" (a short-lived series that mercifully flopped) just because Williams was black. As if that were not bad enough, this film is very dated and boring. Watch ""Dances with Wolves"" instead for a less racist view.<br /><br />Stewart was in his forties when this awful movie was made, and even with his ridiculous wig he still looked like a paedophile chasing after 16-year-old Debra Paget. I'm surprised it was even allowed.<br /><br />0/10.",negative
"This is the best Emma in existence in my opinion. Having seen the other version (1996) which is also good, and read the book, I think I can safely say with confidence that this is the true interpretation and is the most faithful to Jane Austen's masterpiece. The 1996 movie with G. Paltrow is good too, it's just that it's almost like a different story altogether. It's very light and fluffy, you don't see the darker edges of the characters and if you just want a pleasant movie, that one would do fine but the intricacies of some of the plot points, such as the Churchill/Fairfax entanglement is so much glossed over as to be virtually non-existent. But if you want the characters fleshed out a bit, more real and multidimensional, the 1996 TV version is the superior. Emma is a remarkable person, but she is flawed. Kate Beckinsale is masterful at showing the little quirks of the character. You see her look casually disgusted at some of the more simple conversation of Harriet Smith, yet she shows no remorse for having ruined Harriet's proposal until that action has the effect of ruining her own marital happiness at the ending. You see her narcissism and it mirrors Frank Churchill's in that they would do harm to others to achieve their own aims. For Emma, it was playing matchmaker and having a new friend to while away the time with after having suffered the loss of her governess to marriage. For Frank Churchill, it is securing the promise of the woman he loves while treating her and others abominably to keep the secret. In the book, she realizes all of this in a crushing awakening to all the blunders she has made. Both Kate Beckinsale and Gyneth Paltrow are convincing in their remorse but Paltrow's is more childlike and stagnant while Beckinsale's awakening is rather real and serious and you see the transition from child-like, selfish behavior to kind and thoughtful adult. Both versions are very good but I prefer this one.",positive
"Dolph Lundgren stars as a former cop/boxer who searches Boston's kinky scene to find out who killed his brother,who was well thought of in the community, however along the way he learns how his brother enjoyed kinky sex and that a serial killer is to blame. Dolph Lundgren is very good in this movie, in fact on the basis of his performance here, one would forget Lundgren's rise to fame involved action roles. That said the material gives Lundgren nothing to work with, in fact, Lundgren is completely left out to dry in a dreary thriller which is both predictable and incomprehensible. Co-Star Danielle Brett is also good, in fact the film works best when it centers around the chemistry of Lundgren and Brett, indeed had the film taken the time to explore their relationship the film would've been fairly decent. However the movie is lackluster, the action is non-existent, the plot not given enough exploration (Too much boring B.S around Lundgren's investigation of his brother's employer) and the film is needlessly gory and ridiculous. Once again, Lundgren is actually really good (As is newcomer Danielle Brett) but the film just lumbers from one sequence to the next, which makes this movie particularly disappointing. If anything else though, it shows how underrated Lundgren is, as an actor.<br /><br />*1/2 Out Of 4-(Poor)",negative
"This is the kind of movie the US doesn't make. It's why people rent foreign films. It's a great story about how one person, even if he is retarded can make a person find reason in an empty life. Everybody can learn from Georges. It also shows how people that are mentally challenged suffer in their life and shows them in a very realistic way (I think). As its classic in foreign films this movie has a bittersweet ending, but that only makes it a better movie.",positive
"This is the second Baby Burlesk short to be released, and probably the most popular one, is a spoof of the 1926 silent film What Price Glory.<br /><br />I watched this and I do not understand the kiddie-porn that is being claimed. It is just a cute little film. I have seen family shows that I grew up watching in the '80's and '90's that had little girls dressed more provocatively acting in a 'mature manner'. It was more provocative because they WEREN'T dressed in diapers. There's nothing provocative about a diaper unless you have one of those fetishes. (just a joke) I read that description of the movie and where it states only a pedophile would enjoy watching this. That is sick. To me, if you watch this and are bothered by it, then maybe you need to look into your own psyche and try to figure out why it bothers you. It is an innocent film that was made as a parody of another film. All of the B.B. films were parodies, nothing more. The parodies/spoofs of today are graphic in nature and have true almost pornographic scenes and quite vile language. Shouldn't those be more appalling? I can watch those without issue, but they sometimes take children's stories and turn them into filth on those parodies. That is what should get under your skin. Not that they babified (not a word, I know) an adult movie from 1926, because we know how PORNOGRAPHIC those silent films were, huh? Not to mention those 'Forbidden Hollywood Pre-Code era films' so vile and filthy. They would NEVER make such filth today? (note the sarcasm)",positive
